preferred term,UAT v.2.0.0 URI,UAT v.1.1.0 URI,UAT v.1.1.0 URI
High-redshift galaxies,http://astrothesaurus.org/uat/734,http://astrothesaurus.org/uat/High-RedshiftGalaxies,
High-velocity clouds,http://astrothesaurus.org/uat/735,http://astrothesaurus.org/uat/High-VelocityClouds,
High-velocity stars,http://astrothesaurus.org/uat/736,http://astrothesaurus.org/uat/High-VelocityStars,
Hilda group,http://astrothesaurus.org/uat/741,http://astrothesaurus.org/uat/HildaGroup,
Hirayama families,http://astrothesaurus.org/uat/742,http://astrothesaurus.org/uat/HirayamaFamilies,
Holmberg radius,http://astrothesaurus.org/uat/743,http://astrothesaurus.org/uat/HolmbergRadius,
Holmium stars,http://astrothesaurus.org/uat/744,http://astrothesaurus.org/uat/HolmiumStars,
Holographic interferometry,http://astrothesaurus.org/uat/745,http://astrothesaurus.org/uat/HolographicInterferometry,
Horizontal branch stars,http://astrothesaurus.org/uat/746,http://astrothesaurus.org/uat/HorizontalBranchStars,
Horizontal coordinate system,http://astrothesaurus.org/uat/747,http://astrothesaurus.org/uat/HorizontalCoordinateSystem,
Horizontal parallax,http://astrothesaurus.org/uat/748,http://astrothesaurus.org/uat/HorizontalParallax,
Horseshoe mounts,http://astrothesaurus.org/uat/749,http://astrothesaurus.org/uat/HorseshoeMounts,
Hot dark matter,http://astrothesaurus.org/uat/750,http://astrothesaurus.org/uat/HotDarkMatter,
Hot intergalactic medium,http://astrothesaurus.org/uat/751,http://astrothesaurus.org/uat/HotIntergalacticMedium,
Hot ionized medium,http://astrothesaurus.org/uat/752,http://astrothesaurus.org/uat/HotIonizedMedium,
Hot Jupiters,http://astrothesaurus.org/uat/753,http://astrothesaurus.org/uat/HotJupiters,
Hot Neptunes,http://astrothesaurus.org/uat/754,http://astrothesaurus.org/uat/HotNeptunes,
Hour angle,http://astrothesaurus.org/uat/755,http://astrothesaurus.org/uat/HourAngle,
HST photometry,http://astrothesaurus.org/uat/756,http://astrothesaurus.org/uat/HstPhotometry,
Hubble classification scheme,http://astrothesaurus.org/uat/757,http://astrothesaurus.org/uat/HubbleClassificationScheme,
Hubble constant,http://astrothesaurus.org/uat/758,http://astrothesaurus.org/uat/HubbleConstant,
Hubble diagram,http://astrothesaurus.org/uat/759,http://astrothesaurus.org/uat/HubbleDiagram,
Hubble radius,http://astrothesaurus.org/uat/760,http://astrothesaurus.org/uat/HubbleRadius,
Hubble Space Telescope,http://astrothesaurus.org/uat/761,http://astrothesaurus.org/uat/HubbleSpaceTelescope,
Hubble time,http://astrothesaurus.org/uat/762,http://astrothesaurus.org/uat/HubbleTime,
Hubble's law,http://astrothesaurus.org/uat/763,http://astrothesaurus.org/uat/HubblesLaw,
Humidity,http://astrothesaurus.org/uat/764,http://astrothesaurus.org/uat/Humidity,
Hungaria group,http://astrothesaurus.org/uat/765,http://astrothesaurus.org/uat/HungariaGroup,
Huya,http://astrothesaurus.org/uat/766,http://astrothesaurus.org/uat/Huya,
Hydrodynamical simulations,http://astrothesaurus.org/uat/767,http://astrothesaurus.org/uat/HydrodynamicalSimulations,
Hydrogen burning,http://astrothesaurus.org/uat/768,http://astrothesaurus.org/uat/HydrogenBurning,
Hydrogen deficient stars,http://astrothesaurus.org/uat/769,http://astrothesaurus.org/uat/HydrogenDeficientStars,
Hydrosphere,http://astrothesaurus.org/uat/770,http://astrothesaurus.org/uat/Hydrosphere,
Hydroxyl masers,http://astrothesaurus.org/uat/771,http://astrothesaurus.org/uat/HydroxylMasers,
Hydroxyl sources,http://astrothesaurus.org/uat/772,http://astrothesaurus.org/uat/HydroxylSources,
Hyperbolic orbit,http://astrothesaurus.org/uat/773,http://astrothesaurus.org/uat/HyperbolicOrbit,
Hypergiant stars,http://astrothesaurus.org/uat/774,http://astrothesaurus.org/uat/HypergiantStars,
Hypernovae,http://astrothesaurus.org/uat/775,http://astrothesaurus.org/uat/Hypernovae,
Hypervelocity stars,http://astrothesaurus.org/uat/776,http://astrothesaurus.org/uat/HypervelocityStars,
Hz Herculis stars,http://astrothesaurus.org/uat/777,http://astrothesaurus.org/uat/HzHerculisStars,
I galaxies,http://astrothesaurus.org/uat/778,http://astrothesaurus.org/uat/IGalaxies,
Impact phenomena,http://astrothesaurus.org/uat/779,http://astrothesaurus.org/uat/ImpactPhenomena,
Inclination,http://astrothesaurus.org/uat/780,http://astrothesaurus.org/uat/Inclination,
Individual planetary nebulae,http://astrothesaurus.org/uat/781,http://astrothesaurus.org/uat/IndividualPlanetaryNebulae,
Individual quasars,http://astrothesaurus.org/uat/782,http://astrothesaurus.org/uat/IndividualQuasars,
Indochinites,http://astrothesaurus.org/uat/783,http://astrothesaurus.org/uat/Indochinites,
Inflationary universe,http://astrothesaurus.org/uat/784,http://astrothesaurus.org/uat/InflationaryUniverse,
Infrared Astronomical Satellite,http://astrothesaurus.org/uat/785,http://astrothesaurus.org/uat/InfraredAstronomicalSatellite,
Infrared astronomy,http://astrothesaurus.org/uat/786,http://astrothesaurus.org/uat/InfraredAstronomy,
Infrared dark clouds,http://astrothesaurus.org/uat/787,http://astrothesaurus.org/uat/InfraredDarkClouds,
Infrared excess,http://astrothesaurus.org/uat/788,http://astrothesaurus.org/uat/InfraredExcess,
Infrared excess galaxies,http://astrothesaurus.org/uat/789,http://astrothesaurus.org/uat/InfraredExcessGalaxies,
Infrared galaxies,http://astrothesaurus.org/uat/790,http://astrothesaurus.org/uat/InfraredGalaxies,
Infrared observatories,http://astrothesaurus.org/uat/791,http://astrothesaurus.org/uat/InfraredObservatories,
Infrared photometry,http://astrothesaurus.org/uat/792,http://astrothesaurus.org/uat/InfraredPhotometry,
Infrared sources,http://astrothesaurus.org/uat/793,http://astrothesaurus.org/uat/InfraredSources,
Infrared telescopes,http://astrothesaurus.org/uat/794,http://astrothesaurus.org/uat/InfraredTelescopes,
Initial conditions of the universe,http://astrothesaurus.org/uat/795,http://astrothesaurus.org/uat/InitialConditionsOfTheUniverse,
Initial mass function,http://astrothesaurus.org/uat/796,http://astrothesaurus.org/uat/InitialMassFunction,
Inner planets,http://astrothesaurus.org/uat/797,http://astrothesaurus.org/uat/InnerPlanets,
Instability strip,http://astrothesaurus.org/uat/798,http://astrothesaurus.org/uat/InstabilityStrip,
Instrumentation,http://astrothesaurus.org/uat/799,http://astrothesaurus.org/uat/Instrumentation,
Integrated magnitude,http://astrothesaurus.org/uat/800,http://astrothesaurus.org/uat/IntegratedMagnitude,
Interacting binary stars,http://astrothesaurus.org/uat/801,http://astrothesaurus.org/uat/InteractingBinaryStars,
Interacting galaxies,http://astrothesaurus.org/uat/802,http://astrothesaurus.org/uat/InteractingGalaxies,
Intercloud medium,http://astrothesaurus.org/uat/803,http://astrothesaurus.org/uat/IntercloudMedium,
Interdisciplinary astronomy,http://astrothesaurus.org/uat/804,http://astrothesaurus.org/uat/InterdisciplinaryAstronomy,
Interferometers,http://astrothesaurus.org/uat/805,http://astrothesaurus.org/uat/Interferometers,
Interferometric binary stars,http://astrothesaurus.org/uat/806,http://astrothesaurus.org/uat/InterferometricBinaryStars,
Interferometric correlation,http://astrothesaurus.org/uat/807,http://astrothesaurus.org/uat/InterferometricCorrelation,
Interferometry,http://astrothesaurus.org/uat/808,http://astrothesaurus.org/uat/Interferometry,
Intergalactic clouds,http://astrothesaurus.org/uat/809,http://astrothesaurus.org/uat/IntergalacticClouds,
Intergalactic dust clouds,http://astrothesaurus.org/uat/810,http://astrothesaurus.org/uat/IntergalacticDustClouds,
Intergalactic filaments,http://astrothesaurus.org/uat/811,http://astrothesaurus.org/uat/IntergalacticFilaments,
Intergalactic gas,http://astrothesaurus.org/uat/812,http://astrothesaurus.org/uat/IntergalacticGas,
Intergalactic medium,http://astrothesaurus.org/uat/813,http://astrothesaurus.org/uat/IntergalacticMedium,
Intergalactic medium phases,http://astrothesaurus.org/uat/814,http://astrothesaurus.org/uat/IntergalacticMediumPhases,
Intergalactic voids,http://astrothesaurus.org/uat/815,http://astrothesaurus.org/uat/IntergalacticVoids,
Intermediate population stars,http://astrothesaurus.org/uat/817,http://astrothesaurus.org/uat/IntermediatePopulationStars,
Intermediate type stars,http://astrothesaurus.org/uat/818,http://astrothesaurus.org/uat/IntermediateTypeStars,
Intermediate-mass black holes,http://astrothesaurus.org/uat/816,http://astrothesaurus.org/uat/Intermediate-MassBlackHoles,
Internal waves,http://astrothesaurus.org/uat/819,http://astrothesaurus.org/uat/InternalWaves,
Interplanetary discontinuities,http://astrothesaurus.org/uat/820,http://astrothesaurus.org/uat/InterplanetaryDiscontinuities,
Interplanetary dust,http://astrothesaurus.org/uat/821,http://astrothesaurus.org/uat/InterplanetaryDust,
Interplanetary gas,http://astrothesaurus.org/uat/822,http://astrothesaurus.org/uat/InterplanetaryGas,
Interplanetary grains,http://astrothesaurus.org/uat/823,http://astrothesaurus.org/uat/InterplanetaryGrains,
Interplanetary magnetic fields,http://astrothesaurus.org/uat/824,http://astrothesaurus.org/uat/InterplanetaryMagneticFields,
Interplanetary medium,http://astrothesaurus.org/uat/825,http://astrothesaurus.org/uat/InterplanetaryMedium,
Interplanetary particle acceleration,http://astrothesaurus.org/uat/826,http://astrothesaurus.org/uat/InterplanetaryParticleAcceleration,
Interplanetary physics,http://astrothesaurus.org/uat/827,http://astrothesaurus.org/uat/InterplanetaryPhysics,
Interplanetary scintillation,http://astrothesaurus.org/uat/828,http://astrothesaurus.org/uat/InterplanetaryScintillation,
Interplanetary shocks,http://astrothesaurus.org/uat/829,http://astrothesaurus.org/uat/InterplanetaryShocks,
Interplanetary turbulence,http://astrothesaurus.org/uat/830,http://astrothesaurus.org/uat/InterplanetaryTurbulence,
Interstellar absorption,http://astrothesaurus.org/uat/831,http://astrothesaurus.org/uat/InterstellarAbsorption,
Interstellar abundances,http://astrothesaurus.org/uat/832,http://astrothesaurus.org/uat/InterstellarAbundances,
Interstellar atomic gas,http://astrothesaurus.org/uat/833,http://astrothesaurus.org/uat/InterstellarAtomicGas,
Interstellar clouds,http://astrothesaurus.org/uat/834,http://astrothesaurus.org/uat/InterstellarClouds,
Interstellar cyclotron emission,http://astrothesaurus.org/uat/835,http://astrothesaurus.org/uat/InterstellarCyclotronEmission,
Interstellar dust,http://astrothesaurus.org/uat/836,http://astrothesaurus.org/uat/InterstellarDust,
Interstellar dust extinction,http://astrothesaurus.org/uat/837,http://astrothesaurus.org/uat/InterstellarDustExtinction,
Interstellar dust processes,http://astrothesaurus.org/uat/838,http://astrothesaurus.org/uat/InterstellarDustProcesses,
Interstellar dynamics,http://astrothesaurus.org/uat/839,http://astrothesaurus.org/uat/InterstellarDynamics,
Interstellar emissions,http://astrothesaurus.org/uat/840,http://astrothesaurus.org/uat/InterstellarEmissions,
Interstellar extinction,http://astrothesaurus.org/uat/841,http://astrothesaurus.org/uat/InterstellarExtinction,
Interstellar filaments,http://astrothesaurus.org/uat/842,http://astrothesaurus.org/uat/InterstellarFilaments,
Interstellar line absorption,http://astrothesaurus.org/uat/843,http://astrothesaurus.org/uat/InterstellarLineAbsorption,
Interstellar line emission,http://astrothesaurus.org/uat/844,http://astrothesaurus.org/uat/InterstellarLineEmission,
Interstellar magnetic fields,http://astrothesaurus.org/uat/845,http://astrothesaurus.org/uat/InterstellarMagneticFields,
Interstellar masers,http://astrothesaurus.org/uat/846,http://astrothesaurus.org/uat/InterstellarMasers,
Interstellar medium,http://astrothesaurus.org/uat/847,http://astrothesaurus.org/uat/InterstellarMedium,
Interstellar medium wind,http://astrothesaurus.org/uat/848,http://astrothesaurus.org/uat/InterstellarMediumWind,
Interstellar molecules,http://astrothesaurus.org/uat/849,http://astrothesaurus.org/uat/InterstellarMolecules,
Interstellar phases,http://astrothesaurus.org/uat/850,http://astrothesaurus.org/uat/InterstellarPhases,
Interstellar plasma,http://astrothesaurus.org/uat/851,http://astrothesaurus.org/uat/InterstellarPlasma,
Interstellar radiation field,http://astrothesaurus.org/uat/852,http://astrothesaurus.org/uat/InterstellarRadiationField,
Interstellar reddening,http://astrothesaurus.org/uat/853,http://astrothesaurus.org/uat/InterstellarReddening,
Interstellar scattering,http://astrothesaurus.org/uat/854,http://astrothesaurus.org/uat/InterstellarScattering,
Interstellar scintillation,http://astrothesaurus.org/uat/855,http://astrothesaurus.org/uat/InterstellarScintillation,
Interstellar synchrotron emission,http://astrothesaurus.org/uat/856,http://astrothesaurus.org/uat/InterstellarSynchrotronEmission,
Interstellar thermal emission,http://astrothesaurus.org/uat/857,http://astrothesaurus.org/uat/InterstellarThermalEmission,
Intracluster medium,http://astrothesaurus.org/uat/858,http://astrothesaurus.org/uat/IntraclusterMedium,
Intrinsic variable stars,http://astrothesaurus.org/uat/859,http://astrothesaurus.org/uat/IntrinsicVariableStars,
Ionosphere,http://astrothesaurus.org/uat/860,http://astrothesaurus.org/uat/Ionosphere,
Ionospheric scintillation,http://astrothesaurus.org/uat/861,http://astrothesaurus.org/uat/IonosphericScintillation,
IRAS galaxies,http://astrothesaurus.org/uat/862,http://astrothesaurus.org/uat/IrasGalaxies,
Iron meteorites,http://astrothesaurus.org/uat/863,http://astrothesaurus.org/uat/IronMeteorites,
Irregular galaxies,http://astrothesaurus.org/uat/864,http://astrothesaurus.org/uat/IrregularGalaxies,
Irregular variable stars,http://astrothesaurus.org/uat/865,http://astrothesaurus.org/uat/IrregularVariableStars,
Isothermal sphere profile,http://astrothesaurus.org/uat/866,http://astrothesaurus.org/uat/IsothermalSphereProfile,
Isotopic abundance,http://astrothesaurus.org/uat/867,http://astrothesaurus.org/uat/IsotopicAbundance,
Ixion,http://astrothesaurus.org/uat/868,http://astrothesaurus.org/uat/Ixion,
Jeans mass,http://astrothesaurus.org/uat/869,http://astrothesaurus.org/uat/JeansMass,
Jets,http://astrothesaurus.org/uat/870,http://astrothesaurus.org/uat/Jets,
Johnson photometry,http://astrothesaurus.org/uat/871,http://astrothesaurus.org/uat/JohnsonPhotometry,
Jovian satellites,http://astrothesaurus.org/uat/872,http://astrothesaurus.org/uat/JovianSatellites,
Jupiter,http://astrothesaurus.org/uat/873,http://astrothesaurus.org/uat/Jupiter,
Jupiter trojans,http://astrothesaurus.org/uat/874,http://astrothesaurus.org/uat/JupiterTrojans,
K corona,http://astrothesaurus.org/uat/875,http://astrothesaurus.org/uat/KCorona,
K dwarf stars,http://astrothesaurus.org/uat/876,http://astrothesaurus.org/uat/KDwarfs,
K giant stars,http://astrothesaurus.org/uat/877,http://astrothesaurus.org/uat/KGiants,
K stars,http://astrothesaurus.org/uat/878,http://astrothesaurus.org/uat/KStars,
K subdwarf stars,http://astrothesaurus.org/uat/879,http://astrothesaurus.org/uat/KSubdwarfs,
K subgiant stars,http://astrothesaurus.org/uat/880,http://astrothesaurus.org/uat/KSubgiants,
K supergiant stars,http://astrothesaurus.org/uat/881,http://astrothesaurus.org/uat/KSupergiants,
Kappa mechanism,http://astrothesaurus.org/uat/882,http://astrothesaurus.org/uat/KappaMechanism,
Kapteyn Selected Areas,http://astrothesaurus.org/uat/883,http://astrothesaurus.org/uat/KapteynSelectedAreas,
Keplerian orbit,http://astrothesaurus.org/uat/884,http://astrothesaurus.org/uat/KeplerianOrbit,
Kerr black holes,http://astrothesaurus.org/uat/886,http://astrothesaurus.org/uat/KerrBlackHoles,
Kerr metric,http://astrothesaurus.org/uat/887,http://astrothesaurus.org/uat/KerrMetric,
Kerr-Newman black holes,http://astrothesaurus.org/uat/885,http://astrothesaurus.org/uat/Kerr-NewmanBlackHoles,
Kinematic parallax,http://astrothesaurus.org/uat/888,http://astrothesaurus.org/uat/KinematicParallax,
Kirkwood gap,http://astrothesaurus.org/uat/889,http://astrothesaurus.org/uat/KirkwoodGap,
Kreutz Sungrazers,http://astrothesaurus.org/uat/890,http://astrothesaurus.org/uat/KreutzSungrazers,
Kron-Cousins photometry,http://astrothesaurus.org/uat/891,http://astrothesaurus.org/uat/Kron-CousinsPhotometry,
Kruskal diagram,http://astrothesaurus.org/uat/892,http://astrothesaurus.org/uat/KruskalDiagram,
Kuiper belt,http://astrothesaurus.org/uat/893,http://astrothesaurus.org/uat/KuiperBelt,
L dwarf stars,http://astrothesaurus.org/uat/894,http://astrothesaurus.org/uat/LDwarfs,
L galaxies,http://astrothesaurus.org/uat/895,http://astrothesaurus.org/uat/LGalaxies,
L subdwarf stars,http://astrothesaurus.org/uat/896,http://astrothesaurus.org/uat/LSubdwarfs,
Lagrangian points,http://astrothesaurus.org/uat/897,http://astrothesaurus.org/uat/LagrangianPoints,
Lambda density,http://astrothesaurus.org/uat/898,http://astrothesaurus.org/uat/LambdaDensity,
Lambda Eridani stars,http://astrothesaurus.org/uat/899,http://astrothesaurus.org/uat/LambdaEridaniStars,
Land-atmosphere interactions,http://astrothesaurus.org/uat/900,http://astrothesaurus.org/uat/Land-AtmosphereInteractions,
Landers,http://astrothesaurus.org/uat/901,http://astrothesaurus.org/uat/Landers,
Large Magellanic Cloud,http://astrothesaurus.org/uat/903,http://astrothesaurus.org/uat/LargeMagellanicCloud,
Large-scale structure of the universe,http://astrothesaurus.org/uat/902,http://astrothesaurus.org/uat/Large-ScaleStructureOfTheUniverse,
Laser guide stars,http://astrothesaurus.org/uat/904,http://astrothesaurus.org/uat/LaserGuideStars,
Laser interferometry,http://astrothesaurus.org/uat/905,http://astrothesaurus.org/uat/LaserInterferometry,
Late stellar evolution,http://astrothesaurus.org/uat/911,http://astrothesaurus.org/uat/LateStellarEvolution,
Late-type dwarf stars,http://astrothesaurus.org/uat/906,http://astrothesaurus.org/uat/Late-TypeDwarfs,
Late-type galaxies,http://astrothesaurus.org/uat/907,http://astrothesaurus.org/uat/Late-TypeGalaxies,
Late-type giant stars,http://astrothesaurus.org/uat/908,http://astrothesaurus.org/uat/Late-TypeGiants,
