level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10
Solar system astronomy,Solar system,Interplanetary medium,Interplanetary dust,,,,,,
Solar system astronomy,Solar system,Interplanetary medium,Interplanetary gas,,,,,,
Solar system astronomy,Solar system,Interplanetary medium,Interplanetary grains,,,,,,
Solar system astronomy,Solar system,Interplanetary medium,Protoplanetary disks,Planetesimals,,,,,
Solar system astronomy,Solar system,Interplanetary medium,Protoplanetary disks,,,,,,
Solar system astronomy,Solar system,Interplanetary medium,,,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Borasisi,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Chaos,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Deucalion,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Logos,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Makemake,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Quaoar,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Teharonhiawako,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,Varuna,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Classical Kuiper belt objects,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Detached objects,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Neptune trojans,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Eris,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Haumea,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Makemake,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Pluto,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Quaoar,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,Sedna,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Plutoids,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Huya,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Ixion,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Orcus,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Pluto,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Eris,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Sedna,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,Twotinos,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,Resonant Kuiper belt objects,,,,,
Solar system astronomy,Solar system,Kuiper belt,Trans-Neptunian objects,,,,,,
Solar system astronomy,Solar system,Kuiper belt,,,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Achondrites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Aerolites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Ataxites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Bediasites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Chondrites,Carbonaceous chondrites,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Chondrites,Chondrules,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Chondrites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Iron meteorites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Micrometeorites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Moldavites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Tektites,Australites,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Tektites,Bediasites,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Tektites,Indochinites,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Tektites,Moldavites,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,Tektites,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteorites,,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteors,Fireballs,Bolides,,,,
Solar system astronomy,Solar system,Meteoroids,Meteors,Fireballs,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteors,Meteor streams,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteors,Meteor trails,,,,,
Solar system astronomy,Solar system,Meteoroids,Meteors,,,,,,
Solar system astronomy,Solar system,Meteoroids,Micrometeoroids,,,,,,
Solar system astronomy,Solar system,Meteoroids,,,,,,,
Solar system astronomy,Solar system,Meteors,Fireballs,Bolides,,,,,
Solar system astronomy,Solar system,Meteors,Fireballs,,,,,,
Solar system astronomy,Solar system,Meteors,Meteor streams,,,,,,
Solar system astronomy,Solar system,Meteors,Meteor trails,,,,,,
Solar system astronomy,Solar system,Meteors,,,,,,,
Solar system astronomy,Solar system,Natural satellites,Jovian satellites,Galilean satellites,,,,,
Solar system astronomy,Solar system,Natural satellites,Jovian satellites,,,,,,
Solar system astronomy,Solar system,Natural satellites,Martian satellites,,,,,,
Solar system astronomy,Solar system,Natural satellites,Neptunian satellites,,,,,,
Solar system astronomy,Solar system,Natural satellites,Saturnian satellites,,,,,,
Solar system astronomy,Solar system,Natural satellites,The Moon,,,,,,
Solar system astronomy,Solar system,Natural satellites,Uranian satellites,,,,,,
Solar system astronomy,Solar system,Natural satellites,,,,,,,
Solar system astronomy,Solar system,Oort cloud,Oort cloud objects,,,,,,
Solar system astronomy,Solar system,Oort cloud,,,,,,,
Solar system astronomy,Solar system,Planetary rings,Ansae,,,,,,
Solar system astronomy,Solar system,Planetary rings,Planetary ring divisions,,,,,,
Solar system astronomy,Solar system,Planetary rings,Shepherd satellites,,,,,,
Solar system astronomy,Solar system,Planetary rings,Spokes,,,,,,
Solar system astronomy,Solar system,Planetary rings,,,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Inner planets,Earth (planet),,,,,
Solar system astronomy,Solar system,Planets [Solar system],Inner planets,Mars,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Inner planets,Mercury,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Inner planets,Venus,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Inner planets,,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Outer planets,Jupiter,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Outer planets,Neptune,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Outer planets,Saturn,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Outer planets,Uranus,,,,,
Solar system astronomy,Solar system,Planets [Solar system],Outer planets,,,,,,
Solar system astronomy,Solar system,Planets [Solar system],,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Hilda group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Hirayama families,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Hungaria group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Amor group,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Apollo group,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Aten group,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Atira group,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,Earth trojans,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Near-Earth objects,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Earth trojans,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Jupiter trojans,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Mars trojans,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,Neptune trojans,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,Trojan asteroids,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Asteroids,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Aperiodic comets,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comas,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet tails,Comet tail streamers,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Comet tails,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Kreutz Sungrazers,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Long period comets,Oort cloud,Oort cloud objects,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Long period comets,Oort cloud,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Long period comets,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,Short period comets,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Comets,,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Centaurs,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Ceres,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Eris,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Haumea,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Makemake,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,Pluto,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Dwarf planets,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Hilda group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Hirayama families,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Hungaria group,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Borasisi,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Chaos,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Deucalion,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Logos,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Makemake,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Quaoar,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Teharonhiawako,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,Varuna,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Classical Kuiper belt objects,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Detached objects,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Neptune trojans,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Eris,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Haumea,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Makemake,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Pluto,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Quaoar,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,Sedna,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Plutoids,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Huya,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Ixion,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Orcus,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,Pluto,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Plutinos,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Eris,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,Sedna,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Scattered disk objects,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,Twotinos,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,Resonant Kuiper belt objects,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,Trans-Neptunian objects,,,,,
Solar system astronomy,Solar system,Small solar system bodies,Minor planets,,,,,,
